pytanie|odpowiedz
Czy wszystkie dokumenty związane z organizacją praktyk studenckich można przesłać do dziekanatu w formie skanu?|Nie, porozumienie jest jedynym dokumentem, który musi zostać obowiązkowo dostarczony w oryginalnej formie papierowej (nie może być to skan). Wyjątkiem od tej reguły są dokumenty, które zostały podpisane za pomocą kwalifikowanego podpisu elektronicznego.
Jaka jest wysokość stypendium rektora dla tegorocznych maturzystów?|Wysokość stypendium rektora dla tegorocznych maturzystów wynosi 635 zł.
W jaki sposób należy składać podanie o urlop zdrowotny?|Podanie o urlop zdrowotny należy składać w formie elektronicznej za pośrednictwem systemu USOSweb, wybierając opcję „Dla studentów”, a następnie „Podania ePW”.
Do jakiego wieku uczestnicy mogą brać udział w zajęciach organizowanych w ramach Młodzieżowej Akademii Matematyki i Informatyki?|W zajęciach organizowanych w ramach Młodzieżowej Akademii Matematyki i Informatyki mogą uczestniczyć uczniowie w wieku do 16 lat.
"Jakie wsparcie finansowe otrzymuje student zakwalifikowany do projektu ""Szkoła Orłów na PW""?"|"Uczestnik projektu ""Szkoła Orłów na PW"" otrzymuje wsparcie stypendialne w wysokości 1370,70 zł miesięcznie oraz jednorazowy dodatek na pomoce dydaktyczne w kwocie 200 zł brutto."
"Jakie przedmioty stanowią wymagania wstępne do realizacji przedmiotu ""Teoria gier""?"|"Zgodnie z sylabusem, wymaganiami wstępnymi (przedmiotami poprzedzającymi) dla przedmiotu ""Teoria gier"" są Analiza matematyczna oraz Algebra liniowa."
Ile minimalnie punktów ECTS musi uzyskać student studiów pierwszego stopnia, aby otrzymać rejestrację na trzeci semestr?|Aby uzyskać rejestrację na trzeci semestr na studiach pierwszego stopnia, student musi zdobyć co najmniej 40 punktów ECTS.
"W jakiej sali i z kim odbywają się ćwiczenia z przedmiotu ""Algebra liniowa z geometrią"" dla grupy 1 na pierwszym semestrze kierunku Inżynieria i analiza danych?"|Zgodnie z planem zajęć, ćwiczenia z tego przedmiotu dla grupy 1 prowadzi Grzegorz Sójka, a odbywają się one w sali 312.
Jakie dokumenty potwierdzające tożsamość powinny znajdować się na stole studenta w trakcie trwania sprawdzianu lub egzaminu na Wydziale MiNI?|Zgodnie z procedurą przeprowadzania sprawdzianów, na stole studenta powinna leżeć legitymacja studencka lub dowód osobisty, co umożliwia prowadzącemu sprawdzenie tożsamości obecnych.
Jakie dokumenty należy dostarczyć, aby zaliczyć praktyki studenckie odbywane na podstawie umowy o pracę?|Aby zaliczyć praktyki na podstawie umowy o pracę, należy dostarczyć kopię umowy (lub zaświadczenie o zatrudnieniu w przypadku utajnionych umów) oraz zaświadczenie o zakończeniu praktyki, które musi zostać podpisane przez pracodawcę po upływie okresu rozliczanego jako praktyki.
Przez jaki czas i gdzie przechowywane są protokoły Komisji Programowej danego kierunku studiów dotyczące praktyk studenckich?|Zgodnie z regulaminem, protokoły Komisji Programowej danego kierunku studiów są przechowywane w Dziekanacie przez okres, który jest ustalony w Instrukcji Kancelaryjnej Politechniki Warszawskiej.
"Jaka minimalna liczba punktów jest wymagana, aby zaliczyć przedmiot ""Systemy wspomagania decyzji""?"|Zgodnie z kryteriami oceniania, do zaliczenia tego przedmiotu konieczne jest uzyskanie co najmniej 51 punktów na 100 możliwych do zdobycia.
Ile wynosi łączna liczba miejsc parkingowych będących w dyspozycji Wydziału MiNI, z uwzględnieniem tych zlokalizowanych w garażu podziemnym?|"Łączna liczba miejsc parkingowych pozostających w dyspozycji Wydziału MiNI wynosi 57, z czego 50 miejsc znajduje się w garażu podziemnym
."
"Jakie są kryteria oceniania i wagi poszczególnych elementów na przedmiocie ""Agent Systems and Applications""?"|Ocena końcowa z tego przedmiotu składa się z trzech elementów: kolokwium (colloquium), które stanowi 30% oceny, prac domowych (homework assignments) stanowiących również 30% oraz projektu, który odpowiada za 40% oceny.
Gdzie i w jakich godzinach przyjmowane są dokumenty od kandydatów zakwalifikowanych na studia I stopnia?|Dokumenty od kandydatów zakwalifikowanych na studia I stopnia przyjmowane są na stanowisku rekrutacyjnym znajdującym się na parterze budynku Wydziału, w godzinach od 9:00 do 15:00.
"W jaki sposób oceniani są studenci na przedmiocie ""Matematyka popularna""?"|Na ocenę końcową składa się wygłoszona przez studenta prezentacja (jej poprawność merytoryczna oraz sposób przedstawienia), za którą można zdobyć maksymalnie 30 punktów, a także aktywność uczestnika w czasie wystąpień innych kolegów i koleżanek, za co przewidziano maksymalnie 20 punktów.
W jakim pokoju znajduje się gabinet Krzysztofa Baneckiego?|Gabinet Krzysztofa Baneckiego mieści się w pokoju 422 w Gmachu MiNI na Kampusie Głównym Politechniki Warszawskiej.
Czego dotyczy efekt uczenia się o symbolu MAD1_W01?|Zgodnie z tym efektem uczenia się, absolwent zna podstawowe własności ciągów i szeregów zarówno liczbowych, jak i funkcyjnych.
"Jak zbudowana jest ocena końcowa na przedmiocie ""Zaawansowane programowanie obiektowe i funkcyjne""?"|Końcowa ocena wyliczana jest jako średnia z punktów za zadania oraz z projektu. Do zaliczenia przedmiotu konieczne jest zdobycie przynajmniej 50% punktów za cztery zadania programistyczne i 50% punktów za projekt.
W jakiej formie i gdzie należy złożyć podanie o zmianę grupy studenckiej lub zajęciowej?|"Podanie o zmianę grupy studenckiej lub zajęciowej należy składać w formie elektronicznej przez system USOSweb, przechodząc do zakładki ""Dla studentów"", a następnie ""Podania ePW""."
Jaka jest wysokość stypendium rektora w roku akademickim 2025/2026?|W roku akademickim 2025/2026 wysokość stypendium rektora, a także stypendium dla tegorocznych maturzystów, wynosi 635 zł.
"Jakie są zasady zaliczania przedmiotu ""Wnioskowanie rozmyte"" i ile punktów można zdobyć za poszczególne elementy?"|"Zaliczenie przedmiotu ""Wnioskowanie rozmyte"" opiera się na wygłoszeniu referatu (za co można otrzymać maksymalnie 10 punktów), jego pisemnym opracowaniu (maksymalnie 20 punktów) oraz na aktywności studenta na zajęciach (maksymalnie 10 punktów)."
"Kiedy i w jakiej sali odbywa się seminarium badawcze z obszaru ""Kombinatoryka, teoria grafów i zbiorów uporządkowanych""?"|Seminarium z tego obszaru odbywa się w środy w godzinach 10:15-11:45 w sali 431 w Gmachu MiNI.
Ile minimalnie punktów ECTS musi uzyskać student studiów stacjonarnych pierwszego stopnia, aby otrzymać rejestrację na trzeci semestr?|Zgodnie z warunkami rejestracji, do końca sesji egzaminacyjnej student musi uzyskać co najmniej 40 punktów ECTS (z 60 możliwych do zdobycia na pierwszym roku, nie wliczając praktyk), aby zostać zarejestrowanym na semestr trzeci.
"Ile godzin wykładów i laboratoriów zaplanowano dla przedmiotu ""Linux w systemach wbudowanych""?"|"W ramach przedmiotu ""Linux w systemach wbudowanych"" zaplanowano 15 godzin wykładów oraz 30 godzin zajęć laboratoryjnych."
Kto dokonuje rozstrzygnięcia w sprawach spornych dotyczących usprawiedliwienia nieobecności studenta na zajęciach?|Zgodnie z regulaminem studiów, w sprawach spornych rozstrzygnięcia dotyczącego usprawiedliwienia nieobecności studenta na zajęciach dokonuje dziekan.
Jakie są konsekwencje stwierdzenia niesamodzielności pracy studenta lub korzystania z niedozwolonych materiałów podczas sprawdzianu?|Jeśli w trakcie sprawdzianu zostanie stwierdzona niesamodzielność pracy lub korzystanie z niedozwolonych urządzeń i materiałów, student uzyskuje ocenę niedostateczną i traci prawo do zaliczenia tego przedmiotu w jego bieżącej realizacji.
"Za co i ile maksymalnie punktów można zdobyć w ramach oceny końcowej na przedmiocie ""Przetwarzanie danych w systemie SAS""?"|"Na przedmiocie ""Przetwarzanie danych w systemie SAS"" można zdobyć łącznie maksymalnie 100 punktów. Składa się na to: 45 punktów za projekt zespołowy, 30 punktów za kolokwium, 20 punktów za zadania rozwiązywane w trakcie laboratoriów oraz 5 punktów za aktywność na zajęciach."
Co należy zrobić z wypełnionym i podpisanym skierowaniem na praktykę studencką?|Wypełnione i podpisane skierowanie należy odciąć i przekazać pracodawcy, natomiast na Wydział powinno wrócić jedynie zaświadczenie o odbyciu praktyki.
"Kiedy i gdzie odbywają się zajęcia z przedmiotu ""Projekt interdyscyplinarny"" dla grupy 4 na 6 semestrze kierunku Inżynieria i analiza danych?"|"Zajęcia dla grupy 4 z przedmiotu ""Projekt interdyscyplinarny"" odbywają się w każdy poniedziałek w godzinach 9:45 - 11:15 w sali 218 (LAB) w budynku Wydziału Matematyki i Nauk Informacyjnych. Prowadzącym jest Stanisław Kaźmierczak."
"Jakie przedmioty są wymagane i zalecane przed przystąpieniem do kursu ""Web Application Programming""?"|"Wymaganiem wstępnym (przedmiotem poprzedzającym) do kursu ""Web Application Programming"" jest programowanie obiektowe. Dodatkowo przedmiotem zalecanym dla uczestników są bazy danych."
Ile miejsc parkingowych znajduje się w dyspozycji Wydziału MiNI i ile z nich mieści się w garażu podziemnym?|W dyspozycji Wydziału MiNI znajduje się łącznie 57 miejsc parkingowych, z czego 50 miejsc mieści się w garażu podziemnym.
Ile razy w roku akademickim student może otrzymać zapomogę z tytułu przejściowo trudnej sytuacji życiowej?|Student może otrzymać zapomogę nie częściej niż dwa razy w roku akademickim. Ponadto, nie można otrzymać tego świadczenia dwukrotnie z tytułu tego samego zdarzenia.
"Ile zadań programistycznych muszą wykonać studenci w ramach projektu na przedmiocie ""Procesory graficzne w zastosowaniach obliczeniowych"" i jakiej technologii one dotyczą?"|Podczas realizacji projektu studenci są zobowiązani wykonać dwa zadania programistyczne, które działają na procesorze GPU w technologii CUDA.
"Z czego składa się ocena końcowa na przedmiocie ""Matematyka popularna"" i ile punktów można uzyskać za poszczególne elementy?"|Ocena z przedmiotu opiera się na przygotowanej prezentacji (jej poprawności merytorycznej i sposobie przedstawienia), za którą można zdobyć maksymalnie 30 punktów. Ponadto na ocenę wpływa aktywność uczestnika w czasie wystąpień kolegów, za co można uzyskać maksymalnie 20 punktów.
"Jakie przedmioty stanowią wymagania wstępne do kursu ""Teoria gier""?"|"Zgodnie z sylabusem, wymaganiami wstępnymi (przedmiotami poprzedzającymi) do kursu ""Teoria gier"" są Analiza matematyczna oraz Algebra liniowa
."
Gdzie znajduje się pokój dr. Krzysztofa Baneckiego?|Pokój dr. Krzysztofa Baneckiego to pokój 422, który mieści się w Gmachu MiNI na Kampusie Głównym PW.
W jaki sposób oceniane i weryfikowane są efekty uczenia się osiągnięte przez studenta w trakcie cyklu kształcenia?|Zgodnie z dokumentacją, efekty uczenia się są weryfikowane poprzez: egzamin pisemny, egzamin ustny, kolokwium pisemne, sprawozdanie/raport pisemny, projekt, prezentację, pracę domową oraz ocenę aktywności podczas zajęć.
W jaki sposób należy złożyć podanie o urlop zdrowotny lub okolicznościowy?|"Podanie o urlop zdrowotny lub okolicznościowy należy złożyć w formie elektronicznej za pośrednictwem systemu USOSweb, przechodząc do zakładki ""Dla studentów"", a następnie wybierając opcję ""Podania ePW""."
"Z jakich części składa się egzamin pisemny z przedmiotu ""Analiza i przetwarzanie dźwięku"" i w jakich proporcjach są one punktowane?"|"Egzamin pisemny z przedmiotu ""Analiza i przetwarzanie dźwięku"" składa się z dwóch części: zadaniowej oraz teoretycznej, które są oceniane w proporcji 3:2."
"Z kim i w jakiej sali grupa 2 ma ćwiczenia z przedmiotu ""Wprowadzenie do zarządzania finansami"" na 7 semestrze kierunku Inżynieria i analiza danych?"|"Ćwiczenia z przedmiotu ""Wprowadzenie do zarządzania finansami"" dla grupy 2 prowadzi Anna Krasnosielska-Kobos, a zajęcia odbywają się w sali 212."
O co może ubiegać się student odbywający praktykę poza swoim stałym miejscem zamieszkania i siedzibą uczelni?|Student odbywający praktykę (na podstawie zawartego porozumienia) poza stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie obejmujące koszty zakwaterowania oraz dojazdów. Szczegóły tego dofinansowania ustalane są indywidualnie w porozumieniu z Dziekanem.
Ile punktów ECTS musi uzyskać student studiów pierwszego stopnia, aby uzyskać rejestrację na 3 semestr?|Aby uzyskać rejestrację na 3 semestr studiów pierwszego stopnia, student musi uzyskać co najmniej 40 punktów ECTS (nie wliczając praktyk) do końca zimowej lub jesiennej sesji egzaminacyjnej.
Jakie domyślne zasoby sprzętowe są przydzielane studentom w ramach usługi serwera wirtualnego?|Standardowo każdy studencki serwer wirtualny otrzymuje przydział 2 GB pamięci RAM, 30 GB miejsca na dysku (lub 50 GB w przypadku serwera z systemem Windows) oraz jeden wirtualny procesor o taktowaniu około 2,66 GHz.
Jakie są zalecane wytyczne dotyczące kroju i rozmiaru pisma dla tytułów głównych rozdziałów w pracy dyplomowej?|Zgodnie z wytycznymi edytorskimi, tytuły głównych rozdziałów w pracy dyplomowej powinny być zapisane czcionką pogrubioną bezszeryfową. Zalecane rozmiary to: 14 dla tytułów I poziomu, 13 dla tytułów II poziomu oraz 12 dla tytułów III poziomu.
Co powinien zrobić student z wyłączonym urządzeniem elektronicznym podczas sprawdzianu lub egzaminu, jeśli nie posiada przy sobie torby?|Zgodnie z procedurą, jeśli student nie posiada torby, wyłączone urządzenie musi przekazać na biurko prowadzącego zajęcia.
Jakie warunki musi spełnić student studiów pierwszego stopnia, aby móc ubiegać się o realizację indywidualnego planu studiów?|Zgodę na realizację indywidualnego planu studiów może otrzymać student, który osiąga wyróżniające wyniki w nauce oraz uzyskał pełną rejestrację na drugi rok studiów pierwszego stopnia.
W jakiej skali przedstawiciel podmiotu zewnętrznego (pracodawca) ocenia efekty uczenia się studenta w sprawozdaniu z przebiegu praktyk?|Pracodawca ocenia efekty uczenia się w skali od 0 do 3, gdzie poszczególne stopnie oznaczają: 0 - ocena niezadowalająca, 1 - ocena zadowalająca, 2 - ocena dobra, a 3 - ocena bardzo dobra.
W jaki sposób należy złożyć wniosek o stypendium socjalne, stypendium rektora lub zapomogę?|"Wnioski o wymienione świadczenia składa się w formie elektronicznej za pośrednictwem systemu USOSweb. Należy wejść w zakładkę ""dla wszystkich"", a następnie wybrać opcję ""wnioski""."
"Ile punktów ECTS jest przypisanych do przedmiotu ""Analiza matematyczna 1"" na pierwszym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?"|"Zgodnie z planem studiów, do przedmiotu ""Analiza matematyczna 1"" na pierwszym semestrze przypisano 10 punktów ECTS."
Jak często w ciągu jednego roku akademickiego student może otrzymać zapomogę?|Student może otrzymać zapomogę maksymalnie dwa razy w danym roku akademickim. Należy jednak pamiętać, że nie można ubiegać się o to świadczenie dwukrotnie z tytułu tego samego zdarzenia.
Gdzie znajduje się pokój Piotra Biesa?|Pokój Piotra Biesa to pokój 404, zlokalizowany w Gmachu MiNI na Kampusie Głównym PW.
