pytanie,odpowiedz_wygenerowana
"Ile wynosi łączna liczba miejsc parkingowych będących w dyspozycji Wydziału MiNI, z uwzględnieniem tych zlokalizowanych w garażu podziemnym?","Łączna liczba miejsc parkingowych będących w dyspozycji Wydziału MiNI wynosi 57, w tym 50 miejsc znajduje się w garażu podziemnym."
"Jakie są kryteria oceniania i wagi poszczególnych elementów na przedmiocie ""Agent Systems and Applications""?","Kryteria oceniania przedmiotu **Agent Systems and Applications** oraz wagi poszczególnych elementów przedstawiają się następująco:

1. **Ocena końcowa** – 100 punktów, podzielona na dwie główne części:
   * **Projekt** – 50 punktów  
   * **Kolokwium** – 50 punktów  

2. **Szczegółowy podział punktów za projekt (łącznie 50 pkt)**:
   * Realizacja wymaganych założeń projektu – 50 % (czyli 25 pkt)  
   * Realizacja koncepcji aplikacji wielowarstwowej – 20 % (10 pkt)  
   * Jakość kodu – 10 % (5 pkt)  
   * Terminowość i współpraca – 10 % (5 pkt)  
   * UX/UI oraz funkcjonalność aplikacji – 10 % (5 pkt)  

3. **Dodatkowy podział punktów w ramach projektu** (stosowany przy ocenie poszczególnych etapów):
   * Realizacja 1 etapu projektu – 40 pkt  
   * Realizacja 2 etapu projektu – 40 pkt  
   * Terminowość i współpraca – 20 pkt  

4. **Ocena kontrolera i testów** – 25 pkt (wliczane w ogólną punktację projektu).

5. **Udział aktywności na wykładach i laboratoriach** – 20 % oceny końcowej (10 pkt), natomiast projekt stanowi 80 % (40 pkt) – jest to alternatywna metoda wyliczania wagi, zgodna z opisem metod i kryteriów oceniania.

Podsumowując, aby uzyskać maksymalną liczbę punktów, należy spełnić wszystkie wymienione wyżej kryteria projektu, uzyskać pełną liczbę punktów za kolokwium oraz aktywnie uczestniczyć w zajęciach."
Gdzie i w jakich godzinach przyjmowane są dokumenty od kandydatów zakwalifikowanych na studia I stopnia?,Dokumenty od kandydatów zakwalifikowanych na studia I stopnia przyjmowane są w Punkcie Rekrutacyjnym w Gmachu Wydziału Matematyki i Nauk Informacyjnych w dniach 21‑24 lipca 2025 r. w godzinach 9:00–15:00.
"W jaki sposób oceniani są studenci na przedmiocie ""Matematyka popularna""?","Studenci na przedmiocie „Matematyka popularna” są oceniani na podstawie dwóch elementów. Do oceny aktywności uczestnika w czasie wystąpień kolegów przyznawane jest maksymalnie 20 punktów. Do oceny samej prezentacji, jej poprawności merytorycznej oraz sposobu przedstawienia przyznawane jest maksymalnie 30 punktów. Łączna liczba możliwych punktów wynosi 50, a uzyskana liczba punktów przekłada się na ocenę według przyjętej skali (np. od 61 punktu student otrzymuje ocenę 3,5)."
W jakim pokoju znajduje się gabinet Krzysztofa Baneckiego?,Gabinet Krzysztofa Baneckiego znajduje się w pokoju 422 w Gmachu MiNI na Kampusie Głównym PW.
Czego dotyczy efekt uczenia się o symbolu MAD1_W01?,Nie mam tej informacji w dostępnych zasobach.
"Jak zbudowana jest ocena końcowa na przedmiocie ""Zaawansowane programowanie obiektowe i funkcyjne""?","Ocena końcowa przedmiotu „Zaawansowane programowanie obiektowe i funkcyjne” wyliczana jest jako suma uzyskanych punktów. Na podstawie łącznej liczby punktów przyznaje się następującą skalę ocen:

‑ 60 punktów i więcej – ocena 3,5 (dst +).  
‑ 50 punktów i więcej – ocena 3,0 (dst).  

Punkty przyznawane są za wszystkie elementy zaliczeniowe przedmiotu (np. wykłady, laboratoria, projekty, zadania domowe, egzaminy), a ich łączna suma decyduje o przyznanej ocenie zgodnie z powyższymi progami. Nie ma dodatkowych kryteriów opisanych w dostępnych źródłach."
W jakiej formie i gdzie należy złożyć podanie o zmianę grupy studenckiej lub zajęciowej?,Podanie o zmianę grupy studenckiej lub zajęciowej należy złożyć elektronicznie w systemie USOSweb.
Jaka jest wysokość stypendium rektora w roku akademickim 2025/2026?,Wysokość stypendium Rektora w roku akademickim 2025/2026 wynosi 635 zł.
"Jakie są zasady zaliczania przedmiotu ""Wnioskowanie rozmyte"" i ile punktów można zdobyć za poszczególne elementy?",Nie mam tej informacji w dostępnych zasobach.
"Kiedy i w jakiej sali odbywa się seminarium badawcze z obszaru ""Kombinatoryka, teoria grafów i zbiorów uporządkowanych""?","Seminarium badawcze z obszaru „Kombinatoryka, teoria grafów i zbiorów uporządkowanych” odbywa się w środy w godzinach 10:15–11:45 w sali 431 Gmachu MiNI PW."
"Ile minimalnie punktów ECTS musi uzyskać student studiów stacjonarnych pierwszego stopnia, aby otrzymać rejestrację na trzeci semestr?","Student studiów stacjonarnych pierwszego stopnia musi uzyskać co najmniej 40 ECTS w semestrze 3, aby móc się zarejestrować na kolejny semestr."
"Ile godzin wykładów i laboratoriów zaplanowano dla przedmiotu ""Linux w systemach wbudowanych""?",Zaplanowano 15 godzin wykładów oraz 30 godzin laboratoriów dla przedmiotu „Linux w systemach wbudowanych”.
Kto dokonuje rozstrzygnięcia w sprawach spornych dotyczących usprawiedliwienia nieobecności studenta na zajęciach?,Rozstrzygnięcia w sprawach spornych dotyczących usprawiedliwienia nieobecności studenta na zajęciach dokonuje dziekan.
Jakie są konsekwencje stwierdzenia niesamodzielności pracy studenta lub korzystania z niedozwolonych materiałów podczas sprawdzianu?,Stwierdzenie niesamodzielności pracy studenta lub korzystania z niedozwolonych materiałów podczas weryfikacji efektów uczenia się skutkuje przyznaniem oceny niedostatecznej oraz utratą prawa do zaliczenia przedmiotu w bieżącej realizacji.
"Za co i ile maksymalnie punktów można zdobyć w ramach oceny końcowej na przedmiocie ""Przetwarzanie danych w systemie SAS""?","W ocenie końcowej przedmiotu **„Przetwarzanie danych w systemie SAS”** można zdobyć następujące maksymalne liczby punktów:

- **Test** – maksymalnie 10 punktów.  
- **Zadanie punktowane realizowane w trakcie zajęć** – maksymalnie 40 punktów.  
- **Projekt** – maksymalnie 100 punktów.  

Łączna liczba punktów dostępna do uzyskania w ramach przedmiotu wynosi **100 punktów** (suma wszystkich elementów ocenianych)."
Co należy zrobić z wypełnionym i podpisanym skierowaniem na praktykę studencką?,"Wypełnione i podpisane skierowanie na praktykę studencką należy odciąć i przekazać pracodawcy, w którym praktyka będzie realizowana."
"Kiedy i gdzie odbywają się zajęcia z przedmiotu ""Projekt interdyscyplinarny"" dla grupy 4 na 6 semestrze kierunku Inżynieria i analiza danych?","09:45–11:15 — Projekt interdyscyplinarny (projekt, grupa 4), sala 218 (LAB), bud. MiNI, prowadzący: Stanisław Kaźmierczak.  
18:15–20:00 — Projekt interdyscyplinarny (laboratorium, grupa 4), sala 318, bud. MiNI, prowadzący: Stanisław Kaźmierczak."
"Jakie przedmioty są wymagane i zalecane przed przystąpieniem do kursu ""Web Application Programming""?","Wymagania wstępne do kursu **Web Application Programming** obejmują następujące przedmioty i zagadnienia (wymienione w dostępnych źródłach):

- Programowanie obiektowe (Programowanie 2 – obiektowe, Object‑oriented programming)  
- Programowanie w środowisku graficznym  
- Bazy danych  
- Projektowanie obiektowe  
- Programowanie zaawansowane (Programowanie 3 – zaawansowane)  
- Inżynieria oprogramowania I  
- Programowanie 1 – strukturalne  
- Programowanie 1 – fundamentals / Programming 1 – fundamentals  
- Elementy konstrukcji sprzętu cyfrowego  
- Transmisja danych  
- Electronic principles  
- Introduction to digital systems  
- Podstawy programowania i przetwarzania danych  
- Matematyka dyskretna  

Wszystkie wymienione pozycje są traktowane jako warunki wstępne niezbędne do przystąpienia do kursu. Nie ma odrębnych „zalecanych” przedmiotów – wymienione wyżej przedmioty stanowią pełny zestaw wymagań wstępnych."
Ile miejsc parkingowych znajduje się w dyspozycji Wydziału MiNI i ile z nich mieści się w garażu podziemnym?,"Łączna liczba miejsc parkingowych w dyspozycji Wydziału MiNI wynosi 57, z czego 50 znajduje się w garażu podziemnym."
Ile razy w roku akademickim student może otrzymać zapomogę z tytułu przejściowo trudnej sytuacji życiowej?,Student może otrzymać zapomogę nie częściej niż dwa razy w roku akademickim.
"Ile zadań programistycznych muszą wykonać studenci w ramach projektu na przedmiocie ""Procesory graficzne w zastosowaniach obliczeniowych"" i jakiej technologii one dotyczą?","Studenci muszą wykonać dwa zadania programistyczne, które mają być realizowane zarówno na procesorze CPU, jak i na procesorze GPU w technologii CUDA lub OpenCL."
"Z czego składa się ocena końcowa na przedmiocie ""Matematyka popularna"" i ile punktów można uzyskać za poszczególne elementy?","Ocena końcowa przedmiotu „Matematyka popularna” jest wyliczana na podstawie sumy punktów uzyskanych w następujących składowych:

1. **Prezentacja** – ocena poprawności merytorycznej oraz sposobu przedstawienia.  
   Maksymalna liczba punktów: **30 pkt**.

2. **Aktywność uczestnika w czasie wystąpień kolegów** – ocena zaangażowania i komentarze podczas prezentacji innych studentów.  
   Maksymalna liczba punktów: **20 pkt**.

3. **Raport końcowy** – ocena jakości raportu oraz interpretacji wyników.  
   Waga w ocenie końcowej: **35 %** (wartość punktowa nie jest podana w kontekście, ale jej udział w sumie punktów jest określony procentowo).

Łączna maksymalna liczba punktów, jaką można uzyskać, wynosi **50 pkt** (30 pkt z prezentacji + 20 pkt z aktywności). Do tej sumy dolicza się wynik raportu końcowego, którego udział wynosi 35 % w ocenie końcowej. Ocena końcowa jest następnie przeliczana na skalę ocen według przyjętych progów punktowych."
"Jakie przedmioty stanowią wymagania wstępne do kursu ""Teoria gier""?","Wymagania wstępne do kursu „Teoria gier” obejmują następujące przedmioty i zagadnienia:

- Matematyka dyskretna  
- Algebra liniowa  
- Rachunek prawdopodobieństwa  
- Analiza matematyczna  
- Teoria mnogości  
- Logika  
- Statystyka  
- Algorytmy i struktury danych  
- Podstawy programowania  
- Podstawy sztucznej inteligencji (wymagane w niektórych opisach)"
Gdzie znajduje się pokój dr. Krzysztofa Baneckiego?,"Pokój dr. Krzysztofa Baneckiego znajduje się w Gmachu MiNI na Kampusie Głównym PW, w pokoju 422."
W jaki sposób oceniane i weryfikowane są efekty uczenia się osiągnięte przez studenta w trakcie cyklu kształcenia?,"Efekty uczenia się osiągane przez studenta w trakcie całego cyklu kształcenia są oceniane i weryfikowane przy użyciu następujących form:

- ocena aktywności podczas zajęć,  
- sprawozdanie lub raport pisemny,  
- prezentacja (również w ramach projektu),  
- egzamin pisemny,  
- egzamin ustny,  
- samoocena studenta,  
- projekt (wraz z oceną projektu i prezentacji projektu),  
- kolokwium pisemne,  
- esej,  
- kolokwium ustne,  
- praca domowa.  

Komisyjna weryfikacja wyników, z wyłączeniem egzaminu, odbywa się przed zakończeniem zajęć w semestrze i musi zostać przeprowadzona w ciągu 7 dni od złożenia wniosku przez studenta lub zarządzenia dziekana. Ocena uzyskana w ramach takiej komisyjnej weryfikacji jest ostateczna na danym etapie studiów."
W jaki sposób należy złożyć podanie o urlop zdrowotny lub okolicznościowy?,"Podanie o urlop zdrowotny lub okolicznościowy składa się w systemie USOSweb. Należy zalogować się na swoje konto studenckie, wybrać zakładkę „Wnioski” i wśród dostępnych formularzy odnaleźć „Podanie o urlop zdrowotny” lub „Podanie o urlop okolicznościowy”. W formularzu trzeba podać dane osobowe, wybrać rodzaj urlopu oraz wskazać okres, na jaki urlop jest wnioskowany. Do wniosku należy dołączyć dokumentację potwierdzającą przyczynę urlopu (np. zaświadczenie lekarskie, akt urodzenia dziecka, zaświadczenie o odbywaniu stażu lub praktyki, inne uzasadnione dowody). Po wypełnieniu i załączeniu wymaganych załączników wniosek należy zatwierdzić i wysłać elektronicznie. Po złożeniu wniosku system wyśle powiadomienie o przyjęciu podania, a dalsze rozpatrzenie i decyzję o przyznaniu urlopu podejmie dziekan. W razie potrzeby można śledzić status wniosku w USOSweb lub skontaktować się z dziekanatem w godzinach otwarcia (poniedziałek, wtorek, czwartek, piątek 11:00‑14:00)."
"Z jakich części składa się egzamin pisemny z przedmiotu ""Analiza i przetwarzanie dźwięku"" i w jakich proporcjach są one punktowane?","Egzamin pisemny z przedmiotu „Analiza i przetwarzanie dźwięku” składa się z dwóch części: części zadaniowej oraz części teoretycznej. Każda z nich jest warta po 50 punktów, co oznacza równy podział – 50 % punktów za część zadaniową i 50 % za część teoretyczną."
"Z kim i w jakiej sali grupa 2 ma ćwiczenia z przedmiotu ""Wprowadzenie do zarządzania finansami"" na 7 semestrze kierunku Inżynieria i analiza danych?","Grupa 2 ma ćwiczenia z przedmiotu „Wprowadzenie do zarządzania finansami” w sali 212 w budynku CWI, prowadzone przez Annę Krasnosielską‑Kobos."
O co może ubiegać się student odbywający praktykę poza swoim stałym miejscem zamieszkania i siedzibą uczelni?,Student odbywający praktykę poza swoim stałym miejscem zamieszkania i siedzibą uczelni może ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania oraz kosztów dojazdów.
"Ile punktów ECTS musi uzyskać student studiów pierwszego stopnia, aby uzyskać rejestrację na 3 semestr?","Student studiów pierwszego stopnia musi uzyskać co najmniej 40 ECTS, aby móc się zarejestrować na semestr 3. (W niektórych źródłach podaje się wymóg 45 ECTS – w takim wypadku obowiązuje wyższy próg.)"
Jakie domyślne zasoby sprzętowe są przydzielane studentom w ramach usługi serwera wirtualnego?,"Domyślnie każdy przydzielany studentowi serwer wirtualny otrzymuje jeden wirtualny procesor o wydajności około 2,66 GHz. Innych szczegółowych informacji o przydzielanej pamięci RAM, pojemności dysku czy dodatkowych zasobach nie ma w dostępnych materiałach. Nie mam tej informacji w dostępnych zasobach."
Jakie są zalecane wytyczne dotyczące kroju i rozmiaru pisma dla tytułów głównych rozdziałów w pracy dyplomowej?,"Zalecane wytyczne dotyczące kroju i rozmiaru pisma dla tytułów głównych rozdziałów w pracy dyplomowej są następujące: tytuły powinny być pogrubione, bezszeryfowe; tytuł I poziomu – rozmiar 14, tytuł II poziomu – rozmiar 13, tytuł III poziomu – rozmiar 12."
